,Year,Latitude,Longitude,Date,TOTN,TOTP,TOTK,GWSO,TOTIRRIG,DVS,LAI,RD,WSO,NAVAIL,PAVAIL,KAVAIL,WC,SM,IRRAD,TMIN,TMAX,TEMP,VAP,RAIN,WIND,Days Elapsed,Rewards
3305,1999,50.0,5.0,05/19/1999,0.0,0.0,0.0,0.0,0.0,0.8378043,0.59436905,120.0,0.0,0.091,15.202145,0.091,54.00716,0.45005968,9370000.0,8.91,17.01,12.63,12.246751,0.583,3.89,137.0,0.0
3306,1999,50.0,5.0,05/20/1999,0.0,0.0,0.0,0.0,0.0,0.8596872,0.576516,120.0,0.0,0.091,15.222475,0.091,54.514698,0.45428917,15030000.0,8.98,16.27,12.54,12.816295,0.49,2.15,138.0,0.0
3307,1999,50.0,5.0,05/21/1999,0.0,0.0,0.0,0.0,0.0,0.88154536,0.56058294,120.0,0.0,0.091,15.215547,0.091,54.76777,0.45639807,15220000.0,9.06,16.58,12.75,12.495216,0.339,2.26,139.0,0.0
3308,1999,50.0,5.0,05/22/1999,0.0,0.0,0.0,0.0,0.0,0.9039006,0.54435265,120.0,0.0,0.091,15.213014,0.091,54.85726,0.45714384,23320000.0,8.56,19.1,13.51,12.132294,0.026,3.12,140.0,0.0
3309,1999,50.0,5.0,05/23/1999,0.0,0.0,0.0,0.0,0.0,0.9277247,0.5292771,120.0,0.0,0.091,15.189008,0.091,54.502377,0.45418647,15310000.0,5.94,14.39,11.51,10.582434,0.098,3.33,141.0,0.0
3310,1999,50.0,5.0,05/24/1999,0.0,0.0,0.0,0.0,0.0,0.94813573,0.51258,120.0,0.0,0.091,15.204033,0.091,54.512253,0.45426878,21040000.0,4.47,16.87,11.63,11.295788,0.001,2.01,142.0,11.643477849729193
3311,1999,50.0,5.0,05/25/1999,0.0,0.0,0.0,11.643477,0.0,0.9688721,0.49593276,120.0,0.0,0.091,15.201372,0.091,54.33915,0.45282626,13470000.0,9.47,17.21,13.41,12.979537,0.014,1.89,143.0,36.13570276915546
3312,1999,50.0,5.0,05/26/1999,0.0,0.0,0.0,36.135704,0.0,0.9929091,0.4802587,120.0,11.643477,0.091,15.250434,0.091,54.291977,0.45243317,18710000.0,7.54,17.09,12.56,11.954334,0.009,1.95,144.0,50.261755104024104
3313,1999,50.0,5.0,05/27/1999,0.0,0.0,0.0,50.261757,0.0,1.0,0.46561652,120.0,47.779182,0.091,15.327548,0.091,54.21491,0.4517909,27730000.0,5.55,20.17,14.15,10.764275,0.0,1.3,145.0,47.46730465471774
3314,1999,50.0,5.0,05/28/1999,0.0,0.0,0.0,47.467304,0.0,1.011851,0.45170635,120.0,98.04094,0.091,15.416496,0.091,54.103935,0.45086613,28640000.0,8.87,24.62,17.88,15.394198,0.003,2.67,146.0,40.82571830760874
3315,1999,50.0,5.0,05/29/1999,0.0,0.0,0.0,40.825718,0.0,1.0268258,0.43885016,120.0,145.50824,0.091,15.505683,0.091,53.989323,0.44991103,20880000.0,14.48,22.37,18.08,15.84139,0.056,2.26,147.0,44.40331385927873
3316,1999,50.0,5.0,05/30/1999,0.0,0.0,0.0,44.403313,0.0,1.0419682,0.42666423,120.0,186.33395,0.091,15.595257,0.091,53.947723,0.44956434,26550000.0,12.95,25.03,19.27,18.136463,0.03,3.09,148.0,33.59712060128645
